店铺名称,页面id,类别,品牌名称,品牌id,品牌logo,评分,平均价格,最低价格,所属地区,地区Id,纬度,经度,详细地址,楼层,地铁站id,停车信息,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜,是否小吃,有无外卖,上周订单数,历史订单数,wifi,支持预定
铁木真(温都水城店),73747087,综合自助,,0,,3.5,73,73,昌平区,4750,40.107557,116.372161,昌平区北七家镇郑各庄村温都水城4层（永辉超市楼上）,4,,免费停车,其他73元;,周一至周日 11:00-23:00,010-89757330,64246,,,False,0,567,64246,True,False
眉州东坡(通州店),359007,川菜,眉州东坡酒楼,840209,http://p1.meituan.net/poi/22f83d3ddb274d5140e7158223eb093312092.png,3.9,80,95,新华大街,4751,39.906488,116.664992,通州区中仓路10号（司法局正对面）,,"5272,",,95代100元;,周一至周日 10:00-22:00,010-57393088/400-852-7527,63894,1996年6月6日，由全国人大常务委员会副委员长王光英题匾，并经北京市朝阳区工商局注册的**家眉州东坡酒楼在京开业。为使企业得到迅速发展，企业于2003年6月24日成立了以饭店管理、餐饮服务、食品加工及销售为主要经营范围的北京眉州酒店管理有限公司，并在京设立公司总部，包括物流中心、中央厨房，注册资金6000万元。公司现已成为旗下拥有“眉州东坡酒楼”、“王家渡火锅”、“眉州小吃”、“眉州私家厨房”、“四川王家渡食品有限公司”五大业态、五十多家分店、6000多名员工的大型餐饮连锁集团。2011年5月31日，成立北京眉州东坡万景投资有限公司，以传承“东坡文化”为核心，以“东坡美食文化”为载体，发展集团美食、娱乐、休闲、购物、旅游、商务等多种业务为一体的服务综合体。将在湖北黄冈市开发十万平方米左右的商业综合项目。,,False,1,220,63894,True,False
好牛烧肉(老佛爷百货店),42003995,日式烧烤/烤肉,好牛烧肉专门店,1808433,,4.5,150,95,西单,16,39.914137,116.374893,西城区西单北大街110号老佛爷百货5楼,5,"57,58,13,",免费停车,每满100减5（买单立享）;双人餐299元，4人餐499元;95代100元;,"周一至周五 11:00-14:00 16:30-22:00  周六,周日 11:00-22:00",010-57508595,63759,,,False,0,318,63759,True,False
黑牛の店(蓝港店),93799438,日式烧烤/烤肉,,0,,3.9,208,92,蓝色港湾,14,39.950936,116.477291,朝阳区朝阳公园路6号院蓝色港湾国际商区5号楼东北口停车场,1,"1492,",免费提供5个停车位,92代100元;,周一至周日 11:00-22:00,010-59056229,63692,,,False,0,750,63692,True,False
牛吾牛·寿喜烧放题(长楹天街购物中心店),42210109,日式火锅,辛火牛吾牛｜和牛寿喜烧放题,2880075,,4.7,74,128,常营,14,39.925099,116.598309,朝阳区朝阳北路常营地铁站F出口右侧（长楹天街购物中心西区4楼）,4,"1266,",停车位收费标准：全天免费停车,单人午餐128元，单人晚餐135元，单人午/晚餐168元;,周一至周日 11:00-21:00,010-65432237,63638,,,False,0,375,63638,True,False
莫斯科餐厅,74917849,俄罗斯菜,,0,,3.9,307,190,西直门/动物园,16,39.940315,116.34308,西城区西直门外大街135号北京展览馆西侧门,,"52,1252,130,",,475代500元;,周一至周日 11:00-14:00 17:00-21:00,010-68316758,63617,,,False,0,246,63617,True,False
眉州东坡酒楼(泛海店),1171228,川菜,眉州东坡酒楼,840209,http://p1.meituan.net/poi/22f83d3ddb274d5140e7158223eb093312092.png,4.3,79,43,朝阳大悦城,14,39.938661,116.50111,朝阳区星火西路17号,,,,双人餐43元;90代100元;,周一至周日 10:00-22:00,010-57393059/57393058,63609,1996年6月6日，由全国人大常务委员会副委员长王光英题匾，并经北京市朝阳区工商局注册的**家眉州东坡酒楼在京开业。为使企业得到迅速发展，企业于2003年6月24日成立了以饭店管理、餐饮服务、食品加工及销售为主要经营范围的北京眉州酒店管理有限公司，并在京设立公司总部，包括物流中心、中央厨房，注册资金6000万元。公司现已成为旗下拥有“眉州东坡酒楼”、“王家渡火锅”、“眉州小吃”、“眉州私家厨房”、“四川王家渡食品有限公司”五大业态、五十多家分店、6000多名员工的大型餐饮连锁集团。2011年5月31日，成立北京眉州东坡万景投资有限公司，以传承“东坡文化”为核心，以“东坡美食文化”为载体，发展集团美食、娱乐、休闲、购物、旅游、商务等多种业务为一体的服务综合体。将在湖北黄冈市开发十万平方米左右的商业综合项目。,,False,1,640,63609,True,False
眉州东坡(顺义店),5299249,川菜,眉州东坡酒楼,840209,http://p1.meituan.net/poi/22f83d3ddb274d5140e7158223eb093312092.png,5,81,79,顺义城区,708,40.122069,116.647925,顺义区站前街8号院17号楼S1号商业楼（红杉一品东南角）,,,,79代100元，95代100元;,周一至周日 06:30-22:00,010-53062901/53062908,63565,1996年6月6日，由全国人大常务委员会副委员长王光英题匾，并经北京市朝阳区工商局注册的**家眉州东坡酒楼在京开业。为使企业得到迅速发展，企业于2003年6月24日成立了以饭店管理、餐饮服务、食品加工及销售为主要经营范围的北京眉州酒店管理有限公司，并在京设立公司总部，包括物流中心、中央厨房，注册资金6000万元。公司现已成为旗下拥有“眉州东坡酒楼”、“王家渡火锅”、“眉州小吃”、“眉州私家厨房”、“四川王家渡食品有限公司”五大业态、五十多家分店、6000多名员工的大型餐饮连锁集团。2011年5月31日，成立北京眉州东坡万景投资有限公司，以传承“东坡文化”为核心，以“东坡美食文化”为载体，发展集团美食、娱乐、休闲、购物、旅游、商务等多种业务为一体的服务综合体。将在湖北黄冈市开发十万平方米左右的商业综合项目。,,False,1,119,63565,True,False
京味斋·北京牡丹烤鸭(劲松店),280832,烤鸭,京味斋,179128,http://p1.meituan.net/poi/4b3c0fa96b2ce671476eb7a8a44684de33037.png,4.2,62,96,劲松,14,39.88184,116.4598,朝阳区劲松南路1号海文大厦1层（东三环）,,"129,1277,",有停车位,每满100减4（买单立享）;4人餐169元;96代100元;,周一至周日 10:30-21:30,010-67792938,63491,京味斋是制作大众京味菜的餐厅。8年来不断努力，励志发扬北京文化，发扬京城美食文化，使老北京的饮食文化得到传承。至今拥有十余家直营店面，分布在北京的大街小巷。是您身边的北京味儿。,,False,1,496,63491,True,False
流忙村,1656984,韩国菜,流氓村,722695,http://p0.meituan.net/poi/7d3164b5ecc20151320b7b389718baa674517.png,4.1,67,28,五道口,17,39.993222,116.338857,海淀区成府路29号五道口国际美食苑2层（近五道口城铁站，安踏楼上）,2,"133,1482,",,9.2折（买单立享）;单人餐28元起，双人餐146元;78代100元;,周一至周日 11:30-00:00,010-61647767,63229,,,False,1,589,63229,True,False
兔爷北京菜(王府井新燕莎店),5122431,北京菜,兔爷,2880377,,4,72,238,王府井/东单,15,39.909791,116.411103,东城区王府井大街301号（新燕莎金街购物广场7层MF705-706）,7,"16,82,17,15,",,9.5折（买单立享）;双人餐238元，4人餐403元，6人餐735元;,周一至周日 11:00-21:00  2019-09-30 11:00-13:00 2019-10-01 休息,010-65262629/010-65282801/13911669560,63181,,,False,1,0,63181,True,False
韩时烤肉(悠唐购物中心店),4625234,韩国菜,韩时烤肉,1145685,http://p1.meituan.net/poi/8a0672862088b32043f8be15ddd5513e63623.png,4.4,83,18,悠唐生活广场,14,39.921768,116.439856,朝阳区三丰北里2号悠唐购物中心5层,5,"35,1258,",停车位收费标准：商场会员消费提供年费停车,9.5折（买单立享）;单人餐18元起，双人餐205元起，4人餐389元，3-4人餐499元，6人餐529元;92代100元;,周一至周日 10:00-22:00  非营业时段 2018-02-15至2018-02-15 全天,010-59775765,62925,人气韩时烤肉，主打韩国时尚料理,,False,1,262,62925,True,False
伊尹海鲜自助火锅(万丰路店),95934542,火锅自助,,0,,4.9,233,249,北大地/万丰路,20,39.872075,116.294974,丰台区万丰路526号伊尹海参馆首层,,"102,1438,1439,",,单人午餐249元，单人午/晚餐289元;,周一至周日 11:30-14:00 17:30-21:30,010-83835066/83835099,62897,,,False,0,359,62897,True,False
比格比萨自助(七里庄店),277373,披萨,比格比萨,683881,http://p0.meituan.net/poi/267f05ae182636a4e53beaf973efaacc37889.png,3.9,71,59,北大地/万丰路,20,39.866467,116.293061,丰台区丰台北路81号华堂商场西侧2层,1,"1438,102,1439,1276,",,单人午/晚餐59元起;,周一至周日 11:00-21:30,010-83821630,62866,企业简介Enterprise Brief Introduction 比格比萨创立于2002年，是经营自助比萨为主，兼营零点及外卖的休闲餐厅，历经十多年的发展，比格自助比萨这个连锁品牌，得到了众多消费群体的喜爱。目前比格拥有150多家连锁餐厅，遍布全国20多个省50多个城市。 休闲Leisure 百余款丰富多样的美食，口味地道的纯手工比萨，营养健康的果蔬沙拉，精选西式热菜和甜品……还有餐饮流行风尚的主推新品，随意盛取，不限量。休闲浪漫的环境、温暖周到的服务让您轻松惬意无拘束。 时尚 Fashion 用餐环境简约时尚，全开放舞台式厨房，独有的明厨设计，使您边享受各式美味，边欣赏制作比萨的过程；独创的比格“比萨吧”，既能让厨师量身定做您想吃的比萨，又能受厨师专业指导，自己动手DIY比萨。 健康Health 比格追求高品质，与国际好原料供应商构建了高品质产品体系，奶制品的供应均来自纯净新西兰，调料从全球最好的产地采集，松软的饼底选自优质的小麦意大利品质，肉类食品与五大知名品牌合作，100%保证肉质来源，新鲜果蔬当日配送。严格的选料加上标准的制作确保了比格科学健康、营养均衡的产品出品，让您放心、安心、舒心。 特色Vitality 做中国人喜爱的特色比萨 Do the Chinese love pizza specialties 专业研发人员的经验积累和持续创新形成了比格既符合西餐流行趋势，又适合中国人口味的产品特色。在坚持制作高品质比萨的同时，还不断的探索研究新的比萨品种，继传统的厚饼比萨、薄饼比萨后，比格又独创了双层比萨，深受顾客的喜爱。比格致力于做中国人喜爱的特色比萨！ 比格官网地址：www.bigpizza.bj.cn,,False,1,244,62866,True,False
吉野家(悠唐购物中心店),304496,日式快餐,吉野家,26363,http://p1.meituan.net/poi/701df473397a9a489e7ed59bae855d8741844.png,4.1,28,1.99,朝外大街/世贸天阶,14,39.921636,116.43996,朝阳区朝外市场街三丰北里2号悠唐购物中心B1层,-1,"35,1258,",有停车位,单人餐1.9元起，13元鱼香肉丝套餐，18元B8鸭腿饭，2-3人餐65元;,周一至周日 10:00-22:00,010-59765054,62810,吉野家是一家享有百年历史的著名日本牛肉饭专门店，始创於1899年，良心品质风行百年。吉野家一直以良心品质为本，所有食品均采用精选上等材料烹制而成，即叫即制，务求给予顾客最新鲜、**品质的食品。为了能令顾客无论何时何地都能品尝到少有的味美，吉野家一直始终如一地追求贯注「良心」的「真正品质」，为大家提供快速的服务，舒适的环境以及品质优良、价格合理的美食。日式快餐店。厅堂“干净明亮”，服务“快捷周到”，食物“原汁原味”，“营养健康”。牛肉饭“最经典”，肉“又嫩又香”，米饭“粒粒分明”。一些分店还连着DQ，吃完饭来份“暴风雪”，“爽就一个字”。,,False,1,595,62810,True,False
山城辣妹子重庆火锅(呼家楼北街店),284712,重庆火锅,山城辣妹子,485116,http://p1.meituan.net/poi/3e9cfc65260c991f0e0641783179c716104520.png,4.5,80,93,朝外大街/世贸天阶,14,39.922512,116.468793,朝阳区呼家楼北街甲2号楼（近朝阳剧院）,,"1260,125,1487,1261,126,",,93代100元;,周一至周日 10:00-04:00,010-65868386,62685,20年，对于山城辣妹子来说，是从只有9张餐桌的小店到近20家连锁店的飞越，是从营业面积不足百平米到1万平米的飞越。,,False,0,373,62685,True,False
芦月轩羊蝎子(通州店),349079,羊蝎子,芦月轩,957116,,5,66,89.9,新华大街,4751,39.905614,116.662618,通州区车站路26号楼（邮局北侧）,,,,3-4人餐246元;89.9代100元;,周一至周日 11:00-23:00,010-69523128,62647,冲着他家羊蝎子来的。“扑鼻”的香气让人食指大动，肉炖得“很烂”，骨髓“多”，味道“美极了”；分量还“相当足”，“两三个人吃小锅就够了”。要是再点些宽粉、炸腐竹什么的涮在里面，得撑个“肚歪”。价格也“挺实惠”。只是服务“差了些”，“没眼力见儿”。,,False,0,169,62647,True,False
辣尚瘾(牡丹园店),360189,干锅/香锅,辣尚瘾,27080,http://p1.meituan.net/poi/32c0f75cc9e6f3fbf000ac75878a9da734210.png,4.5,65,95,牡丹园/北太平庄,17,39.977676,116.367615,海淀区花园路2号翠微百货北门牡丹园餐饮街（翠微大厦对面）,,"114,",免费停车,每满100减5（买单立享）;双人餐158元;95代100元;,周一至周日 10:00-23:00,010-57112866,62519,只有在辣尚瘾吃过香锅与烤鱼，才能真正体会“无麻不成味，无辣则不欢”。如果一星期没有尝过麻辣就觉得食之无味，不用怀疑，你的味觉已经被辣尚瘾征服。,,False,1,77,62519,True,False
山城辣妹子重庆火锅(松榆西里十分店),2390316,重庆火锅,山城辣妹子,485116,http://p1.meituan.net/poi/3e9cfc65260c991f0e0641783179c716104520.png,4.2,81,93,潘家园,14,39.87599,116.46598,朝阳区松榆西里16号（近东三环潘家园）,,"1277,3794,",,93代100元;,周一至周日 09:30-23:30,010-67327829,62375,20年，对于山城辣妹子来说，是从只有9张餐桌的小店到近20家连锁店的飞越，是从营业面积不足百平米到1万平米的飞越。,,False,0,163,62375,True,False
南京大牌档(崇文门国瑞店),3294767,淮扬菜,南京大牌档,27899,http://p1.meituan.net/poi/101239c53e7620c90e9478e8ca2dfff727829.png,4.5,74,218,崇文门,15,39.898863,116.41948,东城区崇文门外大街18号国瑞城购物中心3层,3,"83,32,84,1454,33,",,每满100减3（买单立享）;2-3人餐218元，3-5人餐308元，4-6人餐386元，6-8人餐788元，10-12人餐1106元;,"周五,周六 11:00-22:00 周一至周四,周日 11:00-21:30  2019-02-04 10:00-18:00 2019-02-05 11:00-19:00",010-87555777/400-187-7177,61876,,,False,1,200,61876,True,False
尽膳口福跷脚牛肉(合生汇店),166048507,汤锅,,0,,5,175,25,朝阳区,14,39.894157,116.478238,朝阳区广渠路西大望路21号合生汇商城六层西侧（星聚会KTV旁）,6,"3800,1458,1450,4655,",,双人餐278元;25代50元，95代100元;,周一至周日 11:00-22:00,010-87715670/17718498261,61809,,,False,0,630,61809,False,False
鲜有基参鸡汤(望京东湖店),1657869,韩国菜,,0,,5,72,63,望京,14,40.009242,116.462074,朝阳区利泽西园209号楼望馨商业中心1层（近望馨花园小区）,1,"1488,",免费停车,单人餐63元起;93代100元;,周一至周日 10:00-22:00  2019-02-01至2019-02-12 休息,010-64785886/64786955,61730,张师傅参鸡汤，环境优雅，舒适，经济实惠，营养丰富，给广大消费者提供最贴心的服务，最美味的套餐,,False,1,198,61730,True,False
聚焦鲜牛肉潮汕火锅,116715191,潮汕牛肉火锅,,0,,5,88,79,世界公园,20,39.825618,116.303396,丰台区五圈路总部基地盈坤世纪H座一层,,"106,105,",,双人餐192元，4人餐365元，6人餐508元;79代100元，88代100元;,周一至周日 10:00-24:00,010-83682802/13269924555,61608,,,False,0,495,61608,True,False
黄记煌三汁焖锅(BHG华联百货店),4857381,焖锅,黄记煌三汁焖锅,23781,http://p1.meituan.net/poi/90a7d8a1d16f9b0a1797c94847b4373656180.png,3.9,80,95,五道口,17,39.99233,116.339292,海淀区成府路28号BHG华联百货B1层,-1,"133,1482,",,满100减5（买单立享）;双人餐138元;95代100元;,周一至周日 10:00-20:30,010-82432331,60939,黄记煌是一家综合性餐饮连锁管理企业，三汁焖锅在祖传秘方的基础上，结合传统滋补与现代养生，以菜肴精华为基础。烹制适合现代人饮食特点的佳肴。焖锅原料的选择与搭配均经过科学计算，充分达到“营养均衡、鲜香绵嫩”。食客在食用焖锅的同时，还可以选择所有菜品一起焖，或者加特色鲜汤涮吃多种肉类及蔬菜。相信与黄记煌的偶然相遇会变成定期的相会，美食养生，健康一生！,,False,1,77,60939,True,False
汉拿山(北京华联农大南路店),303925,韩式烤肉,汉拿山,25856,http://p0.meituan.net/poi/2c0577def9e51d5dbb131e5d8fcf419a54667.png,3.8,95,95,上地,17,40.028634,116.311491,海淀区农大南路1号硅谷亮城1号楼BHG Mall北京华联上地购物中心4层（北京上地华联商厦4层东侧）,4,"134,",免费停车,双人餐228元，4人餐428元;95代100元;,周一至周日 08:30-21:30  2019-02-04 10:00-18:00 2019-02-05至2019-02-06 10:00-20:00,010-82349588,60876,北京大牌美食护照集合了9大餐饮大牌,,False,1,149,60876,True,False
东兴楼饭庄(东直门店),263585,鲁菜,东兴楼,121725,,4.8,99,95,东直门,15,39.941271,116.430539,东城区东直门内大街5号,,"37,145,214,36,",免费停车,9.8折（买单立享）;5-6人餐696元，5-6人餐698元，8-10人餐1498元;95代100元;,周一至周日 10:00-21:30,010-84064118/84064058,60842,"东兴楼始创于公元1902年（清光绪二十八年），当时位于东华门大街。 占尽了天时、地利、人和的东兴楼在其发展过程中，凭借踏实的经营方式、先进的经营理念、诚信的经营道德拥有了无比辉煌的历史，成为京城""八大楼""之首。一时间，趋之者众，文人墨客、达官贵人、政客名伶、商界巨贾竞相前往，兴盛至极。 在曲折中前进这句哲理似乎也适用于东兴楼。曾经一度，东兴楼因为更换领班遭遇了釜底抽薪般的震动，经营方式的更换也使其跌入了低谷，1944年，东兴楼关张。新时期，作为曾经享誉盛名的""中华老字号""，在党和政府的关怀和人民大众的呼唤之下，东兴楼再度东兴。原班人马带来了“原汁原味”的菜肴，熟悉的味道勾起人们对于东兴楼过往的缠缠记忆和浓浓深情。曾经惦记东兴楼的食客不惜远道而来，于是一时间兴起了“北京城中北方馆，北方八家曾称首；东直门内东兴楼，东兴二层又飘香”之说，东兴楼终于再度迎来了辉煌，并且稳定而持久。 如今的东兴楼矗立于东直门内大街上，作为簋街的龙头老大，既俯瞰着整条街上特色小店，又在京城的美食版图上占有重要地位。经历了岁月的洗礼，东兴楼越发兴旺。在继承和发扬""老字号""的优秀传统，追求工艺精益求精和口味淳厚弥香的基础上，东兴楼同样坚持了""与时俱进""的经营理念，不断研发、融入现代工艺，根据现代人的口味和崇尚健康的理念不断创新。于是，""八大楼""之首的名声在京城再次叫响，经历了百年历史的东兴楼在新的历史境遇中涅槃！",,False,1,528,60842,True,False
火炉火烤肉·芝士排骨(新世界百货崇文店),87207237,韩国菜,火炉火,2883201,http://p0.meituan.net/poi/c0383d25a4807ba7c251d343bc29af9c47574.png,4.2,82,198,崇文门新世界,15,39.898887,116.418052,东城区崇文门外大街3-5号（新世界百货综合馆5层）,5,"83,32,84,1454,",,双人餐198元起;,"周一至周五 11:00-14:00 16:30-21:00  周六,周日 11:00-21:00",010-67085918,60624,,,False,1,247,60624,True,False
黄记煌三汁焖锅(长楹天街购物中心店),41422314,焖锅,黄记煌三汁焖锅,23781,http://p1.meituan.net/poi/90a7d8a1d16f9b0a1797c94847b4373656180.png,4.2,85,95,常营,14,39.924874,116.598753,朝阳区朝阳北路长楹天街购物中心西区4层,4,"1266,",,每满100减2（买单立享）;4人餐188元;95代100元，185代200元;,周一至周日 10:00-22:00,010-85388874,60597,,,False,1,245,60597,True,False
丽江庭院之午后阳光(朝内店),2582913,云南火锅,丽江庭院,1312576,http://p0.meituan.net/poi/3ee15e21ab4e657d04e1813a3bc60b3a97115.png,4.7,163,38,朝阳门,15,39.919662,116.426189,东城区内务部街1号,,"81,1258,80,35,1257,",,9.5折（买单立享）;38元单人下午茶套餐，单人餐140元，[3]人午餐296元，[4]人晚餐600元;95代100元;,周一至周日 11:00-22:00  非营业时段 2018-02-15至2018-02-17 全天,010-65598848,60458,一杯甘醇的普洱茶，沁出幽幽禅意；一个自助式小火锅，咕嘟着菌子的甘美；一片午后的阳光，在四周慵懒的游荡。这样的闲散，你多久没尝过了？,,False,0,34,60458,True,False
辣尚瘾(五道口店),1147339,干锅/香锅,辣尚瘾,27080,http://p1.meituan.net/poi/32c0f75cc9e6f3fbf000ac75878a9da734210.png,4.7,64,95,五道口,17,39.992101,116.32409,海淀区成府路蓝旗营公交车站旁（北京大学东门东侧）,,"46,",免费停车,每满100减5（买单立享）;双人餐158元;95代100元;,周一至周日 10:30-02:00,18610821535,60444,只有在辣尚瘾吃过香锅与烤鱼，才能真正体会“无麻不成味，无辣则不欢”。如果一星期没有尝过麻辣就觉得食之无味，不用怀疑，你的味觉已经被辣尚瘾征服。,,False,1,110,60444,True,False
新辣道鱼火锅(西单华威约饭街店),318710,鱼火锅,新辣道,1833433,http://p0.meituan.net/poi/26ef5d50481923db677d37085ce964e322599.png,4,96,50,西单,16,39.911492,116.374556,西城区西单北大街130号西单华威大厦约饭街8楼29号,8,"58,13,57,",,每满100减9（买单立享）;50代100元，73代100元，91代100元;,周一至周日 10:00-24:00,4000188917,60399,新辣道所用的梭边鱼，源自四川金沙江的野生人工驯化鱼种，遵循严格的科学养殖方法，严格控制环境和池水温度，严格控制鱼的养殖密度，养殖周期仅有五十八天。自贡乃千年盐都，井盐之卤，取自百丈幽泉，未经污染，采用古法小灶，蒸云煮雾，其味中正绵厚，不枯不涩。古法腌菜，采用四川基地天然绿色生产基地的优质蔬菜，使用流传数百年的巨大土陶缸，添加小灶井盐和数十种调料，密封后将陶缸半埋入土，采用此法腌制的酸菜，自然健康，口感爽脆，醇香鲜美。,,False,1,134,60399,True,False
东来顺饭庄(前门大街店),316475,老北京火锅,,0,,3.9,80,139,前门/大栅栏,16,39.892224,116.398153,西城区前门大街143号2层,,"1456,4877,31,1463,",,双人餐139元，4人餐258元;,周一至周日 11:00-21:30  2019-09-21至2019-09-22 10:30-13:30,010-83172726/83172706,60364,东来顺饭庄的历史渊源流长。提起北京的涮羊肉而且又是几百年历史的那就只有“东来顺”了。说起“东来顺”别说是外地人了，就是北京人也是津津乐道，资格老，味道好。无论是寻常百姓，还是达官贵人、文人墨客都经常出入，前来品尝东来顺涮羊肉的特色风味。百年来，东来顺的传人们在秉承传统的同时，博采众长，精益求精，创造了独特的色、香、味、形、器的和谐统一，独具民族特色，是中华民族餐饮文化中璀灿明珠中的一颗。 东来顺饭庄环境，古典大气，雅致舒适。桌椅、灯饰、餐具等都经过精心挑选，大到整个色调的搭配、装饰灯和沙发的精心选择，小到灯饰、餐具上东来顺的标志，色彩搭配独具民族特色。多元化的色彩以及配饰，将餐厅划分为多种主题：喜庆的中国红，让气氛温馨活跃；神秘的墨玉黑，尊贵不可侵犯；儒雅的灰白色，宁静幽雅。步行街，周边集购物娱乐为一体，地理位置十分优越。,,False,0,173,60364,True,False
大鸭梨烤鸭店(回龙观店),278545,烤鸭,大鸭梨,24976,http://p1.meituan.net/poi/a45acee85a01c13509676b448324d2f86549.png,4,69,88,回龙观,4750,40.073993,116.334278,昌平区育知东路龙腾苑六区10号楼,,"137,",,满100减12（买单立享）;双人餐199元，3-4人餐298元，6-7人餐588元，9-10人餐888元;88代100元;,"周六,周日 10:00-21:30  周一至周五 10:00-14:00 17:00-21:30",010-81732276/4007328080,60050,大鸭梨烤鸭店，老远就看见了就会让人想象到那张憨态可掬的笑脸，夸张的卡通造型像鸭又像梨，透着一份亲切。大鸭梨的陈设典雅大方，色调明快柔和，更显独特韵味。大鸭梨的饭菜好吃不贵。不论档次高低，每一道菜都被烹制得有形有色更有味，虽是家常，却不寻常低廉的价位更是难得，许多人干脆将这里当作自家饭厅，优质烤鸭：色泽红艳，肉质细嫩，味道醇厚，肥而不腻的特色，色泽略黄，柔软淡香，夹卷其他荤素食物用，为宴席常用面点，更是家常风味小吃,,False,1,454,60050,True,False
第六季自助餐厅(北太平庄店),78279685,海鲜自助,,0,,5,227,244,牡丹园/北太平庄,17,39.971832,116.369601,海淀区北太平庄路豪威大厦一楼,2,"114,",,单人午餐244元，单人晚餐272元;,"周五 11:00-14:00 16:30-21:00  周一至周四 11:00-14:00 17:00-21:00  周六,周日 10:30-14:00 16:30-21:00",010-62355067/62355068,59942,,,False,0,384,59942,False,False
山城辣妹子重庆火锅(回龙观港龙店),2390291,重庆火锅,山城辣妹子,485116,http://p1.meituan.net/poi/3e9cfc65260c991f0e0641783179c716104520.png,4.5,82,93,回龙观,4750,40.07857,116.33149,昌平区回龙观西大街18号港龙商业中心1楼（近育知东路）,1,"137,",,93代100元;,周一至周日 全天,010-81726581,59889,20年，对于山城辣妹子来说，是从只有9张餐桌的小店到近20家连锁店的飞越，是从营业面积不足百平米到1万平米的飞越。,,False,0,174,59889,True,False
东来顺饭庄(工大奥特莱斯店),1540090,老北京火锅,,0,,3.7,122,99,朝阳区,14,39.878096,116.485959,朝阳区东四环南路9号燕莎奥特莱斯购物中心C座3层,3,"3794,",停车位收费标准：请询问商家,9.5折（买单立享）;双人餐99元，4人餐199元;,周一至周日 10:30-22:00  2019-02-04 10:00-14:00 2019-02-05 10:00-20:00,010-87386758,59528,中华老字号“东来顺”，始建于1903年。1988年以东来顺品牌为核心的北京东安饮食公司成立，公司发挥老字号品牌优势，涉足连锁产业开发、品牌半成品、成品研发等领域，为企业的可持续发展注入了活力。 东来顺创始人是位名叫丁德山的回民。1903年，他在东安市场里摆摊出售羊肉杂面和荞麦面切糕，以后又增添了贴饼子和粥。由于生意日渐兴隆，便取“来自京东，一切顺利”的意思，正式挂起东来顺粥摊的招牌。 在过去的一百年，东来顺的清真菜肴作为京华菜系的一个重要分支，它的创立、发展和不断丰富，曾经对弘扬中华民族饮食文化，延续、创新、发展京华菜系做出过贡献，产生过影响，一直受到前辈同行的敬重和广大顾客的青睐。 东来顺集团将以餐饮主营为基础，以专业连锁为主线，以产业化经营发展为链条，建立具有清真特色、连锁特许经营的东来顺集团化公司，实现品牌化、市场化、多元化的战略发展目标，力争将东来顺打造成为“中国清真知名品牌”。,,False,1,346,59528,True,False
林之雨精致料理铁板烧(望京店),361277,日式铁板烧,林之雨日式料理,27328,,4,192,95,望京,14,39.990856,116.483353,朝阳区阜通东大街6号院4号楼方恒购物中心3层（望京华堂商场对面）,3,"1491,1490,",,单人午餐158元，单人午餐258元;95代100元;,周一至周日 11:30-14:00 17:30-22:00,010-84785991,59502,以上部分图文内容之知识产权为美团网所有。未经许可，禁止进行转载、摘编、复制及建立镜像等任何使用。,,False,0,117,59502,True,False
将太无二(荟聚购物中心西红门店),42082582,日式寿司,将太无二,465953,http://p1.meituan.net/poi/22a6102379be59947a8b8e7d09f9090263252.png,4,125,95,西红门,4752,39.787023,116.325586,大兴区欣宁街15号荟聚购物中心H区与G区中间3层,3,"186,5270,",有停车位,每满100减5（买单立享）;双人餐218元起，3-4人餐538元;95代100元;,周一至周日 10:00-22:00  非营业时段 2018-02-15至2018-02-15 18:00-23:30,010-50954875/50954876,59492,,,False,1,208,59492,True,False
火炉火年糕火锅&芝士排骨(五道口店),4552774,韩国菜,火炉火芝士排骨,2880833,http://p1.meituan.net/poi/b9f2088c478fe6b0bf6c6d14c95c012d36248.jpg,3.8,55,128,五道口,17,39.993369,116.338591,海淀区五道口国际食尚苑1楼(康师傅私房牛肉面旁边步行街里面15米),1,"133,1482,",有停车位,双人餐128元起;,"周六,周日 11:00-22:00  周一至周五 11:00-14:00 16:30-21:30",010-58499836,59437,,,False,0,276,59437,True,False
闽粤海鲜砂锅粥(海洋馆店),5264409,粥类,闽粤海鲜砂锅粥,1579634,,4.9,38,95,北下关,17,39.94707,116.341818,海淀区高梁桥斜街35号（交通大学南门对面，海洋馆旁）,,"52,",免费停车,每满50减5（买单立享）;95代100元;,周一至周日 11:00-22:30,010-62169336,59389,粥是我国饮食文化的精髓之一，周书上记载黄帝始烹谷为粥，原来从古人开化之初粥已经有了自己最完初的文化形态，有关粥的文字记载，纵观古今，各朝各代的益寿药膳食谱，它是调剂胃口，延年益寿的良好佳品。把海鲜和大米做成粥品，是滋补养颜，绿色养生的美食。 闽粤海鲜砂锅粥本着宾客至上，超值服务，精心为您做好每一道粥品的原则，竭力提供最优秀品质。 闽粤海鲜砂锅粥的粥品以营养健康为前提，倡导绿色天然不添加任何色素和味精。采用上等东北大米现煲而成，根据配料的不同，大约需要20分钟的大火煲制，粥品融入海鲜，与大米的香醇，味道独特，即养生又美颜,,False,1,2,59389,True,False
